59.8568,6.3449,9.46189,5.49831,17.7125,2.00012,8.24475,14.9064,11.758,15.2609,1.53407,0.329459,0.303393,0.442196,2.52053,1.66018,0.560938,0.611396,0.941978,3.25364,40.6045,2.90675,6.23144,10.4577,30.6674
53.1861,5.5629,8.92216,4.61353,18.3651,2.00676,8.67079,18.0659,12.7245,17.3764,1.46169,0.312269,0.358746,0.431898,2.69976,2.01012,0.480239,0.894714,0.931374,3.18266,35.7161,2.63549,6.58869,8.19772,31.7795
41.785,4.62018,8.43611,4.05748,18.5984,1.99778,8.16638,19.2361,13.8073,20.3186,1.35475,0.313416,0.412763,0.439047,2.74997,2.46325,0.43813,1.22975,0.93086,3.05823,27.0502,2.65172,6.75296,7.00755,32.6235
28.8914,3.73344,8.01936,3.88639,18.4211,2.05128,6.79655,18.0043,14.4839,23.4268,1.23603,0.3587,0.440516,0.447423,2.65569,2.93772,0.469572,1.52752,0.939608,2.91636,17.4883,2.99728,6.74697,6.77804,32.8374
17.8455,3.10284,7.50344,4.09656,17.7961,2.20245,4.99934,14.8585,14.5514,26.1208,1.13341,0.465171,0.428244,0.472168,2.4422,3.3287,0.581827,1.70259,0.993643,2.782,9.56288,3.68283,6.62365,7.32423,31.9579
10.3646,2.88149,6.73969,4.6725,16.691,2.423,3.3824,10.7855,14.2115,27.9929,1.0718,0.6284,0.388131,0.542809,2.16511,3.54015,0.741207,1.70367,1.15337,2.66545,4.67788,4.70352,6.56971,8.57052,29.7476
6.75713,3.0815,5.77697,5.6757,15.1591,2.65424,2.43154,6.90734,14.0988,28.7906,1.05476,0.818904,0.352163,0.687317,1.88973,3.48514,0.902832,1.54166,1.4872,2.5747,2.83058,6.10706,6.72241,10.4622,26.4687
5.52079,3.63219,4.85745,7.24907,13.3391,2.84753,2.29988,4.13509,15.0245,28.4926,1.06739,1.00012,0.365346,0.923785,1.66142,3.18251,1.02095,1.28388,2.05196,2.51025,2.84323,7.8684,7.11751,12.776,22.8252
4.69795,4.36247,4.15798,9.42996,11.4193,2.97938,2.8569,2.824,17.4748,27.4074,1.09309,1.14002,0.45819,1.24532,1.4894,2.74541,1.11138,1.02819,2.83112,2.46009,3.4566,9.76156,7.61274,15.1066,19.5964
3.73484,5.02132,3.66926,12.1547,9.59055,3.04179,3.8596,2.93869,21.232,26.0796,1.1187,1.21481,0.626607,1.62323,1.3469,2.33465,1.22277,0.857425,3.73102,2.38483,3.76748,11.4477,8.12963,17.1305,17.3055
