0.540555,0.415375,0.429437,0.363731,0.578496,0.249843,0.144478
0.493982,0.345045,0.380727,0.372377,0.514923,0.288061,0.140248
0.47885,0.26836,0.225075,0.128303,0.651459,0.265484,0.461356
0.479816,0.265247,0.22067,0.1324,0.576711,0.230869,0.497245
0.486444,0.286294,0.235407,0.151731,0.525104,0.204823,0.511639
0.498501,0.348879,0.323645,0.208638,0.650862,0.187366,0.284849
0.490916,0.293176,0.249769,0.184817,0.557472,0.182664,0.429541
0.492866,0.257866,0.25198,0.158328,0.414302,0.173588,0.391061
0.495452,0.26613,0.262331,0.17967,0.389064,0.174243,0.43502
0.497797,0.248175,0.249294,0.184627,0.318149,0.178229,0.433945
0.50012,0.255746,0.238064,0.172276,0.344389,0.181196,0.424494
0.496575,0.239157,0.208989,0.189572,0.341151,0.177681,0.458427
0.500816,0.248399,0.230162,0.250199,0.356815,0.193538,0.465035
0.504218,0.263145,0.254197,0.19405,0.334463,0.205945,0.449746
0.507991,0.296956,0.29302,0.215048,0.40997,0.207071,0.422853
0.507869,0.288827,0.272808,0.216678,0.409409,0.213512,0.40843
0.505753,0.303082,0.229871,0.190399,0.444099,0.211399,0.619297
0.506411,0.287811,0.205069,0.222006,0.440365,0.211813,0.622962
0.506806,0.280414,0.229933,0.226285,0.36558,0.214067,0.496749
0.508653,0.289732,0.214764,0.238125,0.438947,0.218895,0.509928
0.514922,0.316489,0.254859,0.264723,0.431192,0.233757,0.540557
0.514091,0.303003,0.233448,0.250272,0.434404,0.243749,0.561378
0.51795,0.311677,0.296068,0.27039,0.450806,0.251417,0.437529
0.516257,0.28881,0.323643,0.242211,0.422079,0.258316,0.304851
0.51356,0.290399,0.335512,0.245229,0.298156,0.253574,0.233429
0.52531,0.349126,0.434539,0.313524,0.576914,0.261884,0.152228
0.521119,0.459957,0.478286,0.314076,0.630697,0.279546,0.192813
0.559672,0.427369,0.503236,0.427497,0.746479,0.313645,0.142297
0.512763,0.368556,0.3512,0.414756,0.405978,0.347054,0.346784
0.520556,0.429488,0.453932,0.523005,0.700438,0.403363,0.250878
0.511735,0.304317,0.256206,0.500214,0.612383,0.45096,0.378171
