161.466,26.786,39.4247,28.3884,9.06246,9.37861,25.8595,45.7293,86.3154,133.408,14.6509,2.11412,5.02442,5.0363,2.80231,5.24215,3.8789,11.2628,4.83916,0.853379,129.62,19.4121,30.7661,18.5027,14.6012
147.641,29.6928,33.1605,26.235,8.57326,7.40374,27.2596,53.2212,89.244,123.487,14.4578,2.57261,4.47185,4.77709,2.6249,4.14497,4.49949,11.4051,5.10417,0.774945,121.229,22.2809,34.9116,19.655,13.9621
120.519,30.0379,28.4418,23.7792,7.76419,5.70684,28.9451,68.6659,96.4557,114.808,13.2416,2.83915,3.80323,4.70506,2.33214,3.12637,4.7193,11.5844,5.04832,0.694725,101.037,22.8911,41.494,22.0512,12.5914
94.6516,29.452,28.2733,22.4659,6.86486,4.92704,30.4873,88.6912,108.391,107.958,11.9544,3.15131,3.24927,5.00786,2.0677,2.5054,4.53876,11.6908,4.82399,0.648476,78.9411,22.9211,50.5229,25.2912,10.7868
92.9597,32.0978,36.3924,24.1614,6.57546,6.1455,31.5776,106.352,122.273,102.638,12.8218,4.09002,3.14459,5.7836,2.13828,2.53604,4.12519,11.6171,4.59498,0.687679,72.3676,26.4231,62.1735,29.1359,9.38536
138.181,42.0179,53.9192,30.1977,7.48648,10.4435,32.3417,114.49,133.264,98.3091,17.8455,6.15284,3.78031,6.94812,2.7828,3.50586,3.72933,11.3537,4.48943,0.843771,99.3272,37.2108,75.6173,33.3833,9.13045
237.18,59.6854,77.4761,40.5068,9.6347,18.1499,32.9469,109.068,136.864,94.9743,27.3401,9.31874,5.20075,8.25192,3.98173,5.5956,3.51485,10.9605,4.55076,1.10204,165.581,55.473,88.533,37.8736,10.2285
374.275,80.9906,99.8444,53.0974,12.4111,28.215,33.2032,91.9662,131.122,92.8454,39.2693,12.8608,7.09391,9.33456,5.41662,8.65697,3.49347,10.5349,4.71905,1.39756,260.633,76.7697,97.8428,42.3464,12.276
515.489,98.3698,113.201,64.5096,14.8575,38.2055,32.4546,69.5737,116.79,91.5743,50.008,15.6319,8.91077,9.84189,6.60238,12.076,3.52981,10.157,4.91299,1.63908,360.076,93.4691,100.825,46.0147,14.5603
618.956,104.706,113.113,71.33,16.144,45.2103,30.075,49.0398,97.8348,91.1842,55.9503,16.6086,10.0911,9.56542,7.1304,14.9289,3.45333,9.86214,5.07692,1.75154,434.232,98.7135,96.7562,48.0014,16.4633
654.843,96.9092,100.679,71.3482,16.0063,47.0438,25.9153,35.183,79.2,92.5089,55.3708,15.4528,10.3014,8.5543,6.86721,16.3565,3.18875,9.74092,5.19396,1.7073,462.276,89.9712,87.4493,47.7052,17.7649
620.353,77.6317,81.406,64.4898,14.7908,43.1879,20.572,29.0057,65.5125,96.8929,49.1301,12.5908,9.57285,7.1009,5.98172,15.9985,2.79032,9.93311,5.25584,1.53666,443.744,70.4962,76.2841,45.1426,18.5154
531.956,53.6516,62.5972,52.9398,13.2243,35.1093,15.2535,27.9721,59.278,104.807,39.7669,9.01272,8.30099,5.63741,4.85908,13.9076,2.40312,10.5555,5.26889,1.30802,389.042,47.3672,66.522,41.0641,18.8629
418.305,31.8389,49.5452,40.11,12.0282,25.4239,10.9609,28.8044,60.3062,115.253,30.2642,5.75249,6.99281,4.52959,3.92011,10.7851,2.09396,11.6039,5.24645,1.09242,316.323,27.3809,59.697,36.6457,18.9112
310.777,16.626,43.0321,29.31,11.5871,16.7265,8.37337,29.8088,66.0957,126.045,22.7659,3.43491,5.96783,3.94092,3.4382,7.62258,1.85315,12.8465,5.2292,0.941032,245.707,14.4241,55.6007,32.9037,18.6602
224.332,8.75976,40.1723,22.4983,11.8301,10.5692,7.71821,30.9783,73.0451,135.427,17.6855,2.13198,5.28592,3.78942,3.43139,5.13542,1.62323,13.8118,5.26572,0.871921,185.868,8.42827,52.2263,30.2077,18.0656
161.191,5.77741,37.2171,19.7818,12.4128,7.02334,8.52742,32.2341,78.287,143.884,14.1271,1.46928,4.76446,3.82931,3.72479,3.6427,1.34386,14.0344,5.41331,0.867315,138.586,6.45789,47.2959,28.439,17.1897
112.757,4.48339,32.1992,19.8851,13.0093,5.1971,9.85987,33.0683,79.9461,153.868,10.8765,1.02666,4.13743,3.82109,4.09341,2.88177,1.01591,13.2588,5.68254,0.894399,98.2513,5.42973,40.2848,27.2083,16.2374
73.7127,3.45806,26.19,21.2716,13.5201,4.1674,10.8247,32.7858,77.2396,167.824,7.62244,0.677691,3.36582,3.69029,4.39644,2.49264,0.716869,11.6148,6.0522,0.928232,63.6815,4.23496,32.9008,26.2533,15.447
44.7576,2.61731,20.9931,22.8767,13.9879,3.59347,10.9529,30.7928,69.9351,186.143,4.93252,0.448427,2.60916,3.46345,4.58653,2.21111,0.529239,9.61508,6.45429,0.952555,36.767,3.06078,27.1428,25.6822,14.9296
28.5676,2.03221,17.5144,23.9763,14.4234,3.46052,10.3045,27.0223,59.134,206.221,3.13545,0.307447,1.98095,3.21525,4.66344,1.97109,0.468773,7.84378,6.82375,0.956401,20.8351,2.17598,23.8495,25.4652,14.5861
23.0374,1.68224,15.7149,24.2712,14.784,3.73718,9.28613,22.3318,47.1977,223.173,2.18725,0.23163,1.56873,3.02234,4.66369,1.80994,0.50667,6.64642,7.11211,0.942131,13.8388,1.64137,22.6792,25.5021,14.2579
22.7534,1.57613,14.9328,23.8747,15.0157,4.2875,8.35475,18.2924,37.103,231.982,1.79005,0.213111,1.3586,2.9041,4.64885,1.74077,0.584741,5.99094,7.30491,0.928018,11.5748,1.43703,22.353,25.6199,14.0227
22.8538,1.65344,14.2129,23.1205,15.0415,4.91886,7.78897,16.2775,30.8718,229.451,1.60955,0.247371,1.26201,2.83612,4.66539,1.72737,0.65579,5.5745,7.41898,0.939333,10.6262,1.54861,21.3847,25.611,14.2466
22.0157,1.86638,12.9897,22.3243,14.7879,5.47448,7.5936,16.8009,28.9326,216.426,1.52643,0.30802,1.18877,2.7839,4.72355,1.69049,0.69636,5.05043,7.48207,0.991654,10.0728,1.97974,19.0279,25.4186,15.2909
19.6014,2.05273,11.2877,21.6593,14.2695,5.87731,7.67499,19.2966,30.4174,197.86,1.49275,0.364637,1.12293,2.75075,4.7943,1.55605,0.709323,4.28224,7.52472,1.07892,9.17661,2.60075,15.6419,25.0697,17.1797
16.0454,2.16102,9.93707,21.23,13.6752,6.10264,7.8532,22.6732,34.0535,180.118,1.46384,0.394525,1.16661,2.78098,4.83697,1.31705,0.696494,3.58914,7.59792,1.17949,7.87348,3.25112,12.5792,24.6413,19.526
12.3072,2.19522,10.0342,21.1201,13.386,6.16455,7.91777,25.9754,38.782,168.155,1.38426,0.400418,1.46462,2.91743,4.83821,1.041,0.683501,3.57334,7.74365,1.26892,6.54855,3.77998,11.3484,24.1496,21.7582
9.24856,2.18359,12.4654,21.3529,13.774,6.13536,7.81783,28.5951,43.5959,163.184,1.261,0.400861,2.09105,3.1396,4.81433,0.814121,0.675366,4.68604,7.94252,1.34045,5.60134,4.05851,12.7066,23.4327,23.379
7.39242,2.18599,17.4325,21.8563,14.9455,6.09945,7.65578,30.0738,47.4029,162.946,1.13285,0.413396,2.97228,3.36707,4.788,0.690468,0.662927,6.95319,8.10691,1.40717,5.39152,4.04877,16.5277,22.35,24.1431
6.79639,2.23368,24.3652,22.4381,16.6034,6.10349,7.66573,30.1493,49.26,164.514,1.16455,0.44839,3.93899,3.50809,4.76335,0.692039,0.626976,9.90084,8.14387,1.48182,6.18884,3.7776,21.8357,21.0942,24.0721
7.0932,2.38989,32.0405,22.8888,18.1296,6.12488,8.15214,28.975,49.3854,166.061,1.53942,0.533673,4.77329,3.51464,4.71212,0.837948,0.58227,12.8082,8.00586,1.56289,7.64825,3.37393,27.2209,20.0945,23.306
7.75014,2.6525,38.9787,23.1758,18.8675,6.13425,9.1588,27.201,49.9221,167.22,2.35691,0.691482,5.29951,3.42844,4.58306,1.11311,0.538858,14.9982,7.70097,1.63129,9.23903,2.97562,31.4531,19.7612,21.9887
8.36812,3.02113,43.9007,23.5177,18.426,6.13237,10.4317,25.5083,53.466,168.281,3.55841,0.907469,5.46883,3.38438,4.33007,1.49232,0.525885,16.068,7.28216,1.65965,10.3996,2.71486,33.8853,20.3118,20.2152
8.65007,3.4037,45.9118,24.2116,16.8493,6.07669,11.5402,24.4795,61.319,169.158,4.86584,1.1202,5.32783,3.53506,3.94303,1.9344,0.553136,16.011,6.83287,1.62239,10.8176,2.67278,34.4871,21.6513,18.0264
8.54414,3.71432,45.0757,25.5957,14.6085,5.92101,12.1355,24.5838,73.1195,168.722,5.87582,1.26717,5.00704,3.9816,3.47338,2.36035,0.623189,15.1612,6.45503,1.51042,10.4054,2.86117,33.5004,23.5133,15.5178
8.0707,3.86402,42.2113,27.8244,12.2884,5.67535,12.1251,25.913,86.9544,164.953,6.26625,1.30567,4.63364,4.72526,2.99722,2.67602,0.715792,13.943,6.23948,1.33567,9.37062,3.23522,31.3296,25.6471,12.8738
