77.4169,103.049,6.43774,1.42314,0.858368,0.949302,0.663456,1.25698,0.401994,0.519377,157.65,47.2829,9.85411,1.73107,1.22705,768.753,115.59,21.2709,3.82498,6.00163,32.6125,70.1747,6.15967,1.49891,1.29553
57.34,97.6993,3.99657,1.36974,0.780708,0.944543,0.632145,1.23963,0.356707,0.472066,73.2463,31.241,4.78922,1.24891,0.856084,356.812,53.3787,10.8652,2.22446,3.42367,24.2171,70.2167,3.36527,1.32477,1.14429
37.3151,88.7004,3.62942,1.31427,0.735663,0.980785,0.675647,1.19119,0.318823,0.472942,23.6003,21.5991,2.05921,0.924007,0.586451,113.824,18.8198,4.2182,1.12562,1.64044,16.4154,67.9254,2.77062,1.11401,0.991904
27.562,78.6273,4.37228,1.327,0.731407,1.01933,0.741005,1.08227,0.290365,0.523105,4.49368,17.7306,1.03096,0.773885,0.446484,19.6914,6.31256,1.21175,0.5794,0.719801,13.4094,64.2704,3.35354,0.951039,0.890164
34.249,69.9504,5.17635,1.43761,0.755152,1.01789,0.809725,0.921655,0.271747,0.609505,1.22363,17.0075,0.760556,0.735761,0.408264,3.66704,4.11901,0.398659,0.402699,0.387864,18.1523,60.4226,4.11069,0.907036,0.875009
55.1569,64.2967,5.53808,1.61829,0.78306,0.970636,0.886041,0.747265,0.263487,0.708547,1.13855,17.1478,0.611832,0.722262,0.420593,5.63,3.57892,0.424413,0.374239,0.303948,29.6903,57.4915,4.58493,0.97971,0.948668
81.9259,62.4381,5.36883,1.77625,0.79645,0.894357,0.99501,0.617199,0.27229,0.793688,1.2734,17.3785,0.486737,0.689404,0.444208,16.8495,4.07914,1.01648,0.443811,0.279608,44.0624,56.3442,4.65462,1.09454,1.08666
103.474,64.3835,4.78228,1.83901,0.787323,0.810639,1.1578,0.57709,0.306396,0.841453,1.40435,17.5471,0.411955,0.635822,0.460841,37.3703,6.92128,2.58643,0.721962,0.279822,55.8759,57.3246,4.34635,1.17937,1.24916
110.832,69.8037,3.93338,1.79494,0.760386,0.733898,1.36837,0.644329,0.36977,0.837319,1.46181,17.5581,0.400298,0.569204,0.461269,67.1502,13.0286,5.23752,1.28351,0.306962,60.4082,60.3606,3.77083,1.19417,1.39541
102.992,77.4993,3.09756,1.69929,0.728674,0.664258,1.58944,0.791647,0.462833,0.779854,1.45819,17.3108,0.473274,0.502681,0.442881,98.2015,21.9612,8.58582,2.07164,0.354715,56.8784,64.6622,3.14238,1.15165,1.49908
83.8082,84.8501,2.47452,1.6279,0.706504,0.611357,1.77653,0.963277,0.581105,0.681965,1.44233,16.6976,0.638675,0.447453,0.409793,122.969,31.683,11.7617,2.90063,0.407819,46.6812,68.6059,2.66887,1.09106,1.54878
62.3565,89.0649,2.15357,1.62767,0.701949,0.560989,1.90133,1.09756,0.713842,0.569719,1.4611,15.6958,0.926119,0.413658,0.371082,133.953,39.3268,13.7648,3.5253,0.447181,34.6536,70.5148,2.51311,1.04272,1.54478
50.6958,87.9059,2.25852,1.68128,0.716505,0.507627,1.95102,1.15463,0.841525,0.475017,1.60747,14.4011,1.44789,0.402666,0.338915,129.024,42.3578,13.9166,3.74562,0.456765,27.7766,69.0131,2.93219,1.0247,1.49953
56.3373,80.722,3.3643,1.73563,0.753426,0.441109,1.93158,1.12245,0.932571,0.426,1.90078,12.9955,2.41723,0.40685,0.323934,114.66,40.0685,12.2254,3.50668,0.432114,30.5537,63.5693,4.55531,1.04719,1.4352
78.2122,69.046,6.53552,1.73193,0.827641,0.38794,1.86616,1.02878,0.960284,0.435031,2.28949,11.6919,4.06836,0.412592,0.330533,92.8265,33.8502,9.35271,2.91309,0.384759,42.6919,55.0801,8.33835,1.10349,1.38043
106.295,55.8712,12.6367,1.67474,0.955066,0.35567,1.77688,0.917737,0.911554,0.493876,2.75904,10.664,6.42633,0.415625,0.356226,73.6884,26.4783,6.29544,2.19697,0.337068,58.863,45.5988,14.8849,1.20905,1.36169
127.657,44.4162,21.4757,1.60432,1.13326,0.357281,1.67987,0.842086,0.801813,0.579954,3.19318,9.96146,9.14086,0.418659,0.393839,58.5323,20.8124,3.94811,1.60139,0.312497,71.6865,37.4709,23.7216,1.37058,1.39497
133.825,36.7996,31.4209,1.57278,1.34562,0.393238,1.59211,0.834582,0.664369,0.666726,3.65645,9.54142,11.584,0.425804,0.435284,48.825,18.3285,2.7066,1.27667,0.325218,75.8839,32.3043,33.1358,1.56855,1.48544
123.319,33.8326,39.7054,1.59521,1.57076,0.48652,1.53173,0.900075,0.539143,0.734698,4.22545,9.44297,13.1439,0.434753,0.473486,41.9897,18.6855,2.4757,1.23298,0.373297,70.3587,30.7772,40.6534,1.75333,1.63039
100.651,35.4372,43.9722,1.64345,1.78525,0.644623,1.52201,0.998958,0.452611,0.778382,4.8832,9.78343,13.5201,0.441562,0.506822,36.7207,20.3545,2.87006,1.36052,0.440146,57.7449,32.9556,44.2727,1.88588,1.81957
79.1548,40.4816,43.025,1.68125,1.97109,0.861487,1.56048,1.06733,0.40965,0.805574,5.53441,10.5289,12.7127,0.444753,0.536482,32.642,21.8446,3.59639,1.5035,0.503056,45.2561,37.7824,43.0718,1.97432,2.05556
78.8558,47.7017,37.36,1.68608,2.12358,1.09642,1.64221,1.04882,0.400971,0.829142,5.98765,11.5594,11.091,0.446513,0.56219,31.7428,22.357,4.47949,1.55573,0.544936,43.4167,43.6252,37.6883,2.07985,2.39044
111.844,56.1623,29.2656,1.65333,2.24527,1.29888,1.78933,0.949053,0.413916,0.853731,6.08233,12.7048,9.26199,0.469007,0.58027,29.999,21.7544,5.35272,1.48249,0.558696,59.2623,49.1439,30.2805,2.27347,2.88285
173.42,64.6689,21.4699,1.58821,2.33627,1.46128,2.04445,0.834306,0.445303,0.872679,5.76466,13.6854,7.71636,0.552204,0.588331,26.0433,20.0689,5.98547,1.28911,0.54721,90.7732,53.3606,23.3135,2.56801,3.53229
241.74,71.9911,15.8889,1.50937,2.38655,1.62819,2.42086,0.778352,0.4997,0.870937,5.16876,14.3183,6.63431,0.725249,0.588403,21.2114,17.4914,6.13256,1.01909,0.521692,126.808,55.9503,18.4336,2.89829,4.24828
289.276,78.0807,13.379,1.42628,2.37529,1.88054,2.86542,0.812776,0.582027,0.838127,4.46913,14.5566,6.00684,0.97796,0.586279,16.2333,14.3565,5.71317,0.739373,0.495578,152.698,57.7385,16.1572,3.14927,4.86195
