4.23596,2.35498,1.12333,0.486029,2.25526,0.873517,0.813118,0.4068,0.394674,1.65112,0.901314,0.55875,0.808046,0.293895,0.5938,3.53856,1.46163,3.73822,0.467733,2.07948,5.15449,2.03838,1.75434,0.353217,2.22183
3.67621,2.19555,0.892917,0.478547,2.28773,1.04266,0.794425,0.392054,0.356327,1.63103,0.754001,0.596978,0.678336,0.302643,0.582049,2.61508,1.49393,3.61531,0.512915,2.15498,4.52466,1.8526,1.38775,0.327878,2.2663
3.76381,2.0435,0.705182,0.501001,2.3839,1.24442,0.77554,0.384966,0.346304,1.61343,0.658858,0.610687,0.543437,0.315101,0.54762,1.95585,1.4765,3.32007,0.590031,2.29011,4.34589,1.71442,1.02006,0.333401,2.35431
5.03212,2.01242,0.572585,0.546544,2.52546,1.4151,0.738258,0.379692,0.380588,1.59233,0.674778,0.611104,0.431943,0.337372,0.509206,1.60017,1.39406,2.8647,0.680915,2.4574,5.06311,1.75799,0.698617,0.365129,2.4734
7.85018,2.14312,0.490632,0.600763,2.67077,1.49926,0.68173,0.370372,0.457747,1.5692,0.86479,0.637609,0.350109,0.375399,0.496412,1.505,1.2499,2.32366,0.762286,2.61209,6.94891,2.02758,0.453747,0.415188,2.59132
11.5555,2.36124,0.458052,0.648812,2.77494,1.48876,0.607946,0.358231,0.561784,1.55236,1.24142,0.739835,0.292183,0.42668,0.531711,1.53104,1.07737,1.82387,0.810145,2.71508,9.56364,2.42891,0.314917,0.478145,2.66883
15.1558,2.55758,0.460443,0.68059,2.81348,1.41235,0.530958,0.367047,0.666109,1.55545,1.74384,0.937659,0.251264,0.477239,0.613928,1.53529,0.921742,1.47405,0.804869,2.74908,12.1332,2.8001,0.286952,0.547404,2.67934
17.6605,2.66385,0.49856,0.708016,2.80625,1.32137,0.487039,0.421545,0.742909,1.59062,2.262,1.18298,0.225976,0.509364,0.717484,1.44799,0.809847,1.32656,0.749613,2.73478,13.9387,2.97933,0.360409,0.625043,2.63738
20.775,3.01966,0.589289,0.767277,2.80888,1.24802,0.520692,0.519395,0.771482,1.65971,2.84043,1.41691,0.224597,0.508745,0.803926,1.2993,0.76073,1.37638,0.669483,2.72581,16.3231,3.13752,0.522327,0.731418,2.59957
29.8489,4.64831,0.802899,0.911161,2.87906,1.25613,0.687528,0.649992,0.745323,1.75297,3.82546,1.60659,0.258549,0.474132,0.842442,1.20286,0.812973,1.55664,0.599083,2.78115,24.3803,4.01977,0.813071,0.90252,2.6327
