3.58371,14.0845,3.12873,7.79836,4.61269,1389.44,16.4234,18.7298,59.1459,42.7693,3.75252,9.56511,6.04082,5.54797,2.69808,2.36064,1.68701,6.65863,23.8948,2.34086
3.34872,14.2976,3.11922,8.29684,4.42564,1370.79,13.8793,20.3748,56.9572,42.6387,4.38007,11.1541,4.59748,5.23187,3.0173,2.70359,2.08202,4.25965,22.8923,2.98347
3.25801,14.7799,2.97078,8.3718,4.39025,1367.15,11.2559,23.754,56.0279,45.1727,4.8447,12.2694,3.43565,5.02678,3.40045,2.9786,2.63903,2.76085,21.7941,4.04134
3.36127,15.4489,2.71453,7.92717,4.60281,1371.23,8.65671,26.6869,55.6973,51.1308,4.92657,12.6161,2.59613,4.87329,3.80823,3.04058,3.26426,2.15651,20.5401,5.54522
3.585,16.0896,2.41916,7.13605,5.05676,1374.18,6.65167,27.6611,54.8629,60.2997,4.52168,12.1265,2.00373,4.6995,4.17889,2.82427,3.83482,2.1523,19.2013,7.32218
3.82361,16.5011,2.18867,6.3247,5.63087,1371.5,6.01863,25.9382,52.8822,71.562,3.70518,11.007,1.57624,4.48118,4.43977,2.3928,4.24421,2.42063,18.002,8.9805
3.95109,16.5804,2.11961,5.79893,6.15007,1365.22,7.1979,22.0366,49.9428,83.1839,2.71456,9.67617,1.32091,4.28431,4.54206,1.88366,4.43525,2.80293,17.299,10.0588
3.91145,16.3537,2.25038,5.68317,6.44797,1362.88,9.89725,17.6031,46.6833,93.0548,1.83838,8.57958,1.32452,4.23354,4.47277,1.45652,4.42316,3.29009,17.4204,10.1981
3.77174,15.9731,2.58395,5.89203,6.45326,1372.07,13.3199,14.3777,43.7139,99.0366,1.28809,7.964,1.60801,4.40644,4.26102,1.25594,4.22617,3.81655,18.3525,9.30807
3.62005,15.6243,3.0611,6.22633,6.25083,1395.13,16.5804,13.3602,41.2728,99.5829,1.10546,7.77986,2.07216,4.75777,3.98495,1.33562,3.87691,4.24773,19.767,7.71223
3.53168,15.4646,3.59716,6.49415,6.02755,1427.5,18.9911,14.5096,39.235,94.2088,1.18802,7.79219,2.57601,5.12938,3.74512,1.65454,3.47937,4.4921,21.0903,5.9718
3.52612,15.5709,4.07643,6.59297,5.95029,1459.6,20.1241,16.8974,37.4575,83.9982,1.38466,7.7912,2.99416,5.34985,3.62067,2.08434,3.18824,4.52233,21.8293,4.61376
3.55367,15.8976,4.37367,6.55351,6.0688,1480.88,19.7251,19.6501,36.3407,71.6614,1.59021,7.72807,3.25382,5.35092,3.63679,2.46466,3.10902,4.39542,21.8854,3.89643
3.46373,16.2944,4.38876,6.50061,6.29183,1484.41,18.0774,22.5217,36.8777,60.5759,1.75213,7.67155,3.36122,5.21372,3.75489,2.66331,3.22488,4.2268,21.5734,3.70667
3.18924,16.6241,4.09263,6.57988,6.46129,1468.92,15.8683,25.4658,39.9386,53.5537,1.82404,7.68097,3.42737,5.11498,3.91045,2.59244,3.40418,4.21241,21.4556,3.74087
2.81426,16.8759,3.55194,6.86775,6.44829,1438.15,13.8848,28.0062,45.3196,51.8966,1.8186,7.74478,3.57621,5.18863,4.04579,2.27471,3.47516,4.46991,21.9493,3.7238
2.4902,17.1047,2.91411,7.32099,6.21523,1397.66,12.7387,29.6788,51.7245,55.0528,1.75449,7.77677,3.83835,5.47183,4.12459,1.85328,3.32471,4.94368,23.1741,3.53659
2.31274,17.346,2.33352,7.82114,5.82689,1352.44,12.5863,30.1725,57.3222,60.8632,1.6471,7.71745,4.13918,5.93545,4.1376,1.50244,3.05525,5.49745,25.0449,3.22585
2.26886,17.5395,1.91096,8.26315,5.40318,1306.93,13.1892,29.3031,60.6219,66.7819,1.55105,7.59759,4.33544,6.47339,4.08508,1.33844,2.88974,5.9721,27.2322,2.89755
