2.64231,49.4335,3.83949,0.78082,0.926541,1114.84,78.0403,35.3163,51.8172,51.7509,2.73985,4.73568,2.6151,0.831154,0.729878,16.2985,35.5031,13.2356,3.15248,1.84645
2.71974,48.3152,4.14589,0.777675,0.925118,1126.62,68.4836,31.1505,49.5518,51.701,3.18888,5.54394,2.36418,0.831063,0.80768,18.6459,36.9514,12.0802,3.30754,1.88522
2.82235,47.6799,4.3055,0.819911,0.935933,1159.18,56.6736,28.4644,43.786,52.3391,3.62144,6.10975,2.11746,0.873432,0.925191,20.4142,38.7446,10.5773,3.60287,1.9243
3.08114,47.3775,4.2206,0.910448,0.963572,1207.39,45.1373,27.6064,35.9762,52.4922,4.04951,6.16245,2.00793,0.921636,1.05842,21.5538,39.9745,9.08106,3.93255,1.98064
3.79864,46.9067,3.8354,1.03769,1.00645,1266.24,36.4908,29.1873,28.1472,50.9568,4.56231,5.70673,2.13267,0.946708,1.17014,22.5818,40.0088,7.93174,4.19104,2.0399
5.22234,45.6115,3.26141,1.17757,1.05901,1332.49,32.1579,33.1297,22.0611,47.5504,5.29662,4.99177,2.49167,0.941094,1.2252,24.3329,38.3729,7.36971,4.31418,2.06262
7.34848,42.846,2.61682,1.29839,1.11483,1405.21,30.7122,37.9091,18.6274,43.5424,6.35693,4.35242,2.98577,0.916493,1.20854,27.5051,34.6491,7.32443,4.27807,2.01334
9.91006,38.3795,2.05702,1.37377,1.16869,1485.98,29.2492,41.8464,17.6712,41.4334,7.74811,4.08896,3.46474,0.891778,1.13083,32.2711,28.8854,7.60514,4.07305,1.88904
12.487,32.5938,1.71608,1.39659,1.21747,1576.04,25.9386,44.0934,18.3828,43.5051,9.38995,4.3781,3.79816,0.882365,1.0231,38.2282,21.8406,7.97561,3.7331,1.7295
14.6783,26.5072,1.64165,1.37344,1.26124,1671.18,22.2235,44.614,19.9012,50.3864,11.1085,5.30301,3.91868,0.894553,0.925602,44.3508,15.1496,8.24167,3.33513,1.59519
16.1897,21.3481,1.79573,1.31695,1.29604,1757.8,21.2534,43.8573,21.7867,60.5319,12.6251,6.79415,3.80189,0.929549,0.870602,49.3467,10.4981,8.24044,2.98781,1.53569
16.9511,17.9395,2.03298,1.25107,1.31195,1818.31,25.3612,42.2507,24.1483,70.7364,13.6014,8.62744,3.46709,0.988138,0.868636,52.1104,8.65943,7.83322,2.79758,1.56426
17.0752,16.3856,2.21342,1.20816,1.29243,1839.35,34.3383,40.0762,27.2164,77.5607,13.7091,10.4811,2.98292,1.07178,0.9075,51.9529,9.14538,7.03085,2.81641,1.65273
