0.501981,0.357102,0.28686,0.443545,0.472426,0.4378,0.341941
0.499246,0.321238,0.254868,0.355154,0.455191,0.405863,0.366989
0.49479,0.308144,0.248508,0.354205,0.515673,0.377072,0.451556
0.507373,0.35357,0.259705,0.372694,0.558662,0.36705,0.417042
0.49763,0.292708,0.243416,0.322982,0.465425,0.365872,0.436782
0.500154,0.300489,0.239185,0.297118,0.452087,0.34566,0.381298
0.523536,0.39666,0.316864,0.495959,0.506403,0.363239,0.416765
0.507119,0.330565,0.265257,0.40416,0.490941,0.392033,0.49201
0.505421,0.375152,0.318261,0.349875,0.464398,0.384936,0.443158
0.505462,0.341724,0.300911,0.361939,0.529724,0.383771,0.479329
0.508972,0.336278,0.280113,0.475661,0.532747,0.402536,0.523557
0.501579,0.30413,0.268296,0.341677,0.541648,0.402293,0.430656
0.50245,0.328389,0.284403,0.318508,0.542899,0.380046,0.514934
0.504247,0.325831,0.292163,0.341329,0.51833,0.360281,0.51462
0.499938,0.337083,0.29017,0.324213,0.486823,0.352848,0.465427
0.502327,0.312169,0.282392,0.274726,0.497886,0.331758,0.527333
0.499487,0.319601,0.273879,0.26739,0.526246,0.30772,0.468778
0.507943,0.345986,0.331846,0.314245,0.499986,0.29716,0.409313
0.518242,0.355979,0.347413,0.421321,0.535286,0.315552,0.517448
0.503045,0.318085,0.277999,0.411476,0.479169,0.356839,0.513286
0.503266,0.30615,0.261504,0.319917,0.505509,0.363833,0.508945
0.501242,0.313875,0.26622,0.270358,0.578618,0.35031,0.525523
0.510454,0.387364,0.38039,0.33735,0.526916,0.337732,0.504413
0.511999,0.369834,0.341329,0.412871,0.494923,0.348944,0.459738
0.536139,0.432964,0.380592,0.515687,0.598784,0.381335,0.507763
0.507776,0.361831,0.316919,0.465732,0.53018,0.420142,0.497501
0.501183,0.325267,0.273835,0.347018,0.485433,0.428571,0.395862
0.498731,0.310142,0.256995,0.329539,0.504224,0.408073,0.39169
0.506413,0.3134,0.264205,0.421878,0.51358,0.402013,0.419179
0.499259,0.304894,0.247437,0.303918,0.507553,0.386088,0.461268
0.509906,0.387774,0.373586,0.322788,0.666678,0.351436,0.549616
0.508625,0.349599,0.342236,0.315343,0.619267,0.343315,0.523365
0.506773,0.315182,0.299673,0.307375,0.556544,0.327755,0.496333
0.504645,0.333638,0.287538,0.261659,0.556558,0.313598,0.445632
0.507106,0.338493,0.312775,0.270257,0.494708,0.295455,0.425345
0.505189,0.320532,0.279266,0.265732,0.541127,0.284205,0.431817
0.501033,0.300952,0.258071,0.245962,0.523527,0.271363,0.469829
0.503773,0.29803,0.269148,0.280038,0.564234,0.267744,0.492371
0.506859,0.302197,0.283472,0.272077,0.557873,0.270411,0.42407
0.51173,0.319406,0.29145,0.283211,0.572948,0.274045,0.443758
0.52661,0.421697,0.405476,0.447362,0.484917,0.289439,0.401208
0.506106,0.356037,0.280918,0.518173,0.46679,0.369507,0.366846
