0.731238,0.678045,0.957568,0.234771,0.607287,0.248217,0.0148243
0.697187,0.702051,0.956084,0.18062,0.495845,0.23892,0.0694413
0.710733,0.59808,0.939529,0.148994,0.661629,0.219305,0.0238063
0.719872,0.561799,0.91333,0.163198,0.743029,0.199915,0.0152723
0.699385,0.459783,0.737204,0.180547,0.924976,0.187815,0.00675937
0.705616,0.670641,0.93362,0.164212,0.586634,0.175543,0.0269696
0.759547,0.639521,0.920157,0.172113,0.640908,0.170753,0.00821929
0.753164,0.64382,0.915558,0.175785,0.735137,0.173003,0.00977425
0.75028,0.475607,0.783379,0.161278,0.931206,0.172258,0.00669285
0.75273,0.404977,0.760438,0.177789,0.905312,0.1713,0.0108955
0.70939,0.384028,0.750329,0.256068,0.799832,0.184488,0.0963273
0.689056,0.312879,0.72979,0.22558,0.81212,0.207924,0.047239
0.682913,0.308791,0.706414,0.172612,0.745662,0.207714,0.0562862
0.664058,0.353059,0.623751,0.170079,0.865024,0.199638,0.317962
0.710153,0.424133,0.717354,0.213821,0.753356,0.194878,0.117
0.737604,0.286972,0.732088,0.200757,0.753529,0.202043,0.0460113
0.718167,0.335036,0.746539,0.177219,0.790885,0.195069,0.111912
0.710959,0.361653,0.700263,0.177864,0.827702,0.190322,0.182463
0.69861,0.333635,0.686212,0.185934,0.796432,0.188463,0.156262
0.686104,0.345254,0.64692,0.160931,0.863391,0.184039,0.241206
0.684332,0.360732,0.634858,0.157601,0.904904,0.175336,0.218873
0.682268,0.41024,0.623068,0.159147,0.9403,0.167396,0.497056
0.68347,0.400858,0.56541,0.205196,0.921195,0.17295,0.539236
0.69117,0.440027,0.568293,0.184778,0.90905,0.180075,0.507907
0.675021,0.37861,0.536982,0.168258,0.915997,0.179723,0.440081
0.667226,0.386288,0.537772,0.164946,0.897014,0.177143,0.475562
0.658279,0.387219,0.475079,0.176745,0.909726,0.175857,0.517647
0.686146,0.410022,0.519136,0.196473,0.892681,0.178838,0.480302
0.688855,0.386747,0.507155,0.221472,0.879523,0.188858,0.51404
0.664512,0.395349,0.484672,0.203925,0.895436,0.197762,0.590912
0.653463,0.358931,0.461989,0.207716,0.860625,0.203804,0.550356
0.726704,0.389893,0.581397,0.321376,0.843641,0.216401,0.385364
0.706207,0.458683,0.573626,0.330518,0.870349,0.268366,0.452495
0.699538,0.38344,0.490119,0.223599,0.87546,0.274976,0.494065
0.709504,0.400897,0.525457,0.210205,0.888943,0.261696,0.431824
0.724085,0.456609,0.585628,0.219772,0.86925,0.249849,0.428914
0.67491,0.456995,0.581919,0.208468,0.874674,0.237927,0.523096
0.664035,0.432462,0.567821,0.196083,0.850152,0.22123,0.456935
0.637404,0.428149,0.51941,0.189607,0.840897,0.208976,0.461542
0.652855,0.393751,0.500511,0.203112,0.848429,0.20249,0.503211
0.703707,0.440107,0.557916,0.23976,0.818802,0.207898,0.562118
0.683807,0.468717,0.582915,0.230761,0.854048,0.218468,0.598695
0.628828,0.409196,0.506057,0.195911,0.863139,0.217695,0.530226
0.632818,0.388273,0.486944,0.209997,0.766096,0.215638,0.41618
